Campaign_ID,Week_Start,Week_Date,Campaign_Name,Market,Channel,Spend_USD,Impressions,Reach,Conversions,,Market,Channel,Sum of Spend_USD,Sum of Conversions,Sum of Cost Per Acquisition (CPA),Sum of Reach,Sum of Cost Per Reach (CPR)
Always_OnEGDisplay,2/1/2023,2/1/2023,Always_On,EG,Display,2484,628939,108959,84,,,YouTube," $885,143.00 "," 29,619 ", $29.88 ," 25,347,834 ", $0.035 
Always_OnEGSearch,2/1/2023,2/1/2023,Always_On,EG,Search,5121,70700,61698,1587,,UK,," $3,194,600.00 "," 134,771 ", $23.70 ," 87,458,324 ", $0.037 
Always_OnUKYouTube,9/1/2023,9/1/2023,Always_On,UK,YouTube,5838,423106,197773,211,,,Display," $548,186.00 "," 4,568 ", $120.01 ," 27,797,731 ", $0.020 
Always_OnUKSocial,9/1/2023,9/1/2023,Always_On,UK,Social,6552,582303,260056,215,,,Search," $842,667.00 "," 69,637 ", $12.10 ," 9,033,397 ", $0.093 
Always_OnUKDisplay,9/1/2023,9/1/2023,Always_On,UK,Display,3712,967760,191387,29,,,Social," $892,537.00 "," 29,752 ", $30.00 ," 25,319,707 ", $0.035 
Always_OnUKSearch,9/1/2023,9/1/2023,Always_On,UK,Search,2929,32301,27661,222,,,YouTube," $911,210.00 "," 30,814 ", $29.57 ," 25,307,489 ", $0.036 
Always_OnDEYouTube,9/1/2023,9/1/2023,Always_On,DE,YouTube,3838,344958,130512,129,,,,,,,,
Always_OnDESocial,9/1/2023,9/1/2023,Always_On,DE,Social,3632,303911,102355,134,,,,,,,,
Always_OnDEDisplay,9/1/2023,9/1/2023,Always_On,DE,Display,2099,483214,81189,17,,,,,,,,
Always_OnDESearch,9/1/2023,9/1/2023,Always_On,DE,Search,3050,37524,32551,251,,,,,,,,
Always_OnSAYouTube,9/1/2023,9/1/2023,Always_On,SA,YouTube,4228,310607,125523,579,,,,,,,,
Always_OnSASocial,9/1/2023,9/1/2023,Always_On,SA,Social,4367,229304,106621,590,,,,,,,,
Always_OnSADisplay,9/1/2023,9/1/2023,Always_On,SA,Display,2431,516575,120529,76,,,,,,,,
Always_OnSASearch,9/1/2023,9/1/2023,Always_On,SA,Search,3482,37848,31991,990,,,,,,,,
Always_OnEGYouTube,9/1/2023,9/1/2023,Always_On,EG,YouTube,4832,248688,89724,657,,,,,,,,
Always_OnEGSocial,9/1/2023,9/1/2023,Always_On,EG,Social,4578,293123,121898,566,,,,,,,,
Always_OnEGDisplay,9/1/2023,9/1/2023,Always_On,EG,Display,1807,479030,89580,61,,,,,,,,
Always_OnEGSearch,9/1/2023,9/1/2023,Always_On,EG,Search,5192,76080,66261,1675,,,,,,,,
Always_OnUKYouTube,16/1/2023,16/1/2023,Always_On,UK,YouTube,3670,238624,83411,134,,,,,,,,
Always_OnUKSocial,16/1/2023,16/1/2023,Always_On,UK,Social,6029,463694,227409,204,,,,,,,,
Always_OnUKDisplay,16/1/2023,16/1/2023,Always_On,UK,Display,2641,687408,169469,20,,,,,,,,
Always_OnUKSearch,16/1/2023,16/1/2023,Always_On,UK,Search,7326,80293,71106,565,,,,,,,,
Always_OnDEYouTube,16/1/2023,16/1/2023,Always_On,DE,YouTube,5777,417813,180898,176,,,,,,,,
Always_OnDESocial,16/1/2023,16/1/2023,Always_On,DE,Social,5182,286886,117530,176,,,,,,,,
Always_OnDEDisplay,16/1/2023,16/1/2023,Always_On,DE,Display,3884,807653,177749,34,,,,,,,,
Always_OnDESearch,16/1/2023,16/1/2023,Always_On,DE,Search,3840,40585,35234,325,,,,,,,,
Always_OnSAYouTube,16/1/2023,16/1/2023,Always_On,SA,YouTube,2205,117560,43577,286,,,,,,,,
Always_OnSASocial,16/1/2023,16/1/2023,Always_On,SA,Social,4336,385886,180722,500,,,,,,,,
Always_OnSADisplay,16/1/2023,16/1/2023,Always_On,SA,Display,2055,555926,133792,70,,,,,,,,
Always_OnSASearch,16/1/2023,16/1/2023,Always_On,SA,Search,3027,41546,35711,957,,,,,,,,
Always_OnEGYouTube,16/1/2023,16/1/2023,Always_On,EG,YouTube,2572,211099,91510,295,,,,,,,,
Always_OnEGSocial,16/1/2023,16/1/2023,Always_On,EG,Social,2094,181601,79883,255,,,,,,,,
Always_OnEGDisplay,16/1/2023,16/1/2023,Always_On,EG,Display,1492,445177,91780,47,,,,,,,,
Always_OnEGSearch,16/1/2023,16/1/2023,Always_On,EG,Search,4553,48608,40578,1295,,,,,,,,
Always_OnUKYouTube,23/1/2023,23/1/2023,Always_On,UK,YouTube,6202,519503,229007,211,,,,,,,,
Always_OnUKSocial,23/1/2023,23/1/2023,Always_On,UK,Social,3077,223239,79297,113,,,,,,,,
Always_OnUKDisplay,23/1/2023,23/1/2023,Always_On,UK,Display,1774,431680,71990,13,,,,,,,,
Always_OnUKSearch,23/1/2023,23/1/2023,Always_On,UK,Search,5949,79639,72179,536,,,,,,,,
Always_OnDEYouTube,23/1/2023,23/1/2023,Always_On,DE,YouTube,5830,346412,173144,194,,,,,,,,
Always_OnDESocial,23/1/2023,23/1/2023,Always_On,DE,Social,4056,235140,81351,135,,,,,,,,
Always_OnDEDisplay,23/1/2023,23/1/2023,Always_On,DE,Display,2452,616095,104271,21,,,,,,,,
Always_OnDESearch,23/1/2023,23/1/2023,Always_On,DE,Search,7864,111729,100092,672,,,,,,,,
Always_OnSAYouTube,23/1/2023,23/1/2023,Always_On,SA,YouTube,5151,334995,139364,696,,,,,,,,
Always_OnSASocial,23/1/2023,23/1/2023,Always_On,SA,Social,2695,206858,75163,318,,,,,,,,
Always_OnSADisplay,23/1/2023,23/1/2023,Always_On,SA,Display,1448,392128,85609,49,,,,,,,,
Always_OnSASearch,23/1/2023,23/1/2023,Always_On,SA,Search,2296,32965,28112,658,,,,,,,,
Always_OnEGYouTube,23/1/2023,23/1/2023,Always_On,EG,YouTube,2862,181475,63097,354,,,,,,,,
Always_OnEGSocial,23/1/2023,23/1/2023,Always_On,EG,Social,4759,274111,103248,613,,,,,,,,
Always_OnEGDisplay,23/1/2023,23/1/2023,Always_On,EG,Display,2683,645344,126521,92,,,,,,,,
Always_OnEGSearch,23/1/2023,23/1/2023,Always_On,EG,Search,3991,46982,41270,1195,,,,,,,,
Always_OnUKYouTube,30/1/2023,30/1/2023,Always_On,UK,YouTube,7567,469748,225524,278,,,,,,,,
Always_OnUKSocial,30/1/2023,30/1/2023,Always_On,UK,Social,6459,501771,238716,202,,,,,,,,
Always_OnUKDisplay,30/1/2023,30/1/2023,Always_On,UK,Display,3098,736999,154585,24,,,,,,,,
Always_OnUKSearch,30/1/2023,30/1/2023,Always_On,UK,Search,6970,98438,84067,575,,,,,,,,
Always_OnDEYouTube,30/1/2023,30/1/2023,Always_On,DE,YouTube,6198,342397,170884,189,,,,,,,,
Always_OnDESocial,30/1/2023,30/1/2023,Always_On,DE,Social,5908,486246,193402,201,,,,,,,,
Always_OnDEDisplay,30/1/2023,30/1/2023,Always_On,DE,Display,4293,1110230,226725,38,,,,,,,,
Always_OnDESearch,30/1/2023,30/1/2023,Always_On,DE,Search,5086,74320,66836,463,,,,,,,,
Always_OnSAYouTube,30/1/2023,30/1/2023,Always_On,SA,YouTube,3916,294720,104517,454,,,,,,,,
Always_OnSASocial,30/1/2023,30/1/2023,Always_On,SA,Social,3269,176993,82474,385,,,,,,,,
Always_OnSADisplay,30/1/2023,30/1/2023,Always_On,SA,Display,1274,261831,56887,43,,,,,,,,
Always_OnSASearch,30/1/2023,30/1/2023,Always_On,SA,Search,3888,56690,47426,1279,,,,,,,,
Always_OnEGYouTube,30/1/2023,30/1/2023,Always_On,EG,YouTube,2041,133559,60429,261,,,,,,,,
Always_OnEGSocial,30/1/2023,30/1/2023,Always_On,EG,Social,3603,193738,77547,423,,,,,,,,
Always_OnEGDisplay,30/1/2023,30/1/2023,Always_On,EG,Display,2954,843713,196470,92,,,,,,,,
Always_OnEGSearch,30/1/2023,30/1/2023,Always_On,EG,Search,3360,49531,41529,980,,,,,,,,
Always_OnUKYouTube,6/2/2023,6/2/2023,Always_On,UK,YouTube,4278,379297,173484,131,,,,,,,,
Always_OnUKSocial,6/2/2023,6/2/2023,Always_On,UK,Social,4283,350667,160373,144,,,,,,,,
Always_OnUKDisplay,6/2/2023,6/2/2023,Always_On,UK,Display,2965,597899,101520,24,,,,,,,,
Always_OnUKSearch,6/2/2023,6/2/2023,Always_On,UK,Search,6217,62899,53334,500,,,,,,,,
Always_OnDEYouTube,6/2/2023,6/2/2023,Always_On,DE,YouTube,5395,356111,148328,191,,,,,,,,
Always_OnDESocial,6/2/2023,6/2/2023,Always_On,DE,Social,4673,286824,121794,152,,,,,,,,
Always_OnDEDisplay,6/2/2023,6/2/2023,Always_On,DE,Display,4101,1081492,235229,32,,,,,,,,
Always_OnDESearch,6/2/2023,6/2/2023,Always_On,DE,Search,6894,84080,74403,563,,,,,,,,
Always_OnSAYouTube,6/2/2023,6/2/2023,Always_On,SA,YouTube,5058,408545,147040,637,,,,,,,,
Always_OnSASocial,6/2/2023,6/2/2023,Always_On,SA,Social,2849,195829,80540,384,,,,,,,,
Always_OnSADisplay,6/2/2023,6/2/2023,Always_On,SA,Display,1416,291564,62475,41,,,,,,,,
Always_OnSASearch,6/2/2023,6/2/2023,Always_On,SA,Search,2068,29378,25472,604,,,,,,,,
Always_OnEGYouTube,6/2/2023,6/2/2023,Always_On,EG,YouTube,2187,174874,60771,281,,,,,,,,
Always_OnEGSocial,6/2/2023,6/2/2023,Always_On,EG,Social,4064,203876,89099,518,,,,,,,,
Always_OnEGDisplay,6/2/2023,6/2/2023,Always_On,EG,Display,3111,765765,137683,99,,,,,,,,
Always_OnEGSearch,6/2/2023,6/2/2023,Always_On,EG,Search,4172,47122,40604,1320,,,,,,,,
Always_OnUKYouTube,13/2/2023,13/2/2023,Always_On,UK,YouTube,6651,598452,225367,223,,,,,,,,
Always_OnUKSocial,13/2/2023,13/2/2023,Always_On,UK,Social,3274,164932,55816,106,,,,,,,,
Always_OnUKDisplay,13/2/2023,13/2/2023,Always_On,UK,Display,4520,1221098,263956,38,,,,,,,,
Always_OnUKSearch,13/2/2023,13/2/2023,Always_On,UK,Search,6465,76074,67707,503,,,,,,,,
Always_OnDEYouTube,13/2/2023,13/2/2023,Always_On,DE,YouTube,5105,367616,123266,180,,,,,,,,
Always_OnDESocial,13/2/2023,13/2/2023,Always_On,DE,Social,6099,462623,218803,205,,,,,,,,
Always_OnDEDisplay,13/2/2023,13/2/2023,Always_On,DE,Display,3488,856793,188059,26,,,,,,,,
Always_OnDESearch,13/2/2023,13/2/2023,Always_On,DE,Search,4660,63317,56822,426,,,,,,,,
Always_OnSAYouTube,13/2/2023,13/2/2023,Always_On,SA,YouTube,3558,309532,117207,447,,,,,,,,
Always_OnSASocial,13/2/2023,13/2/2023,Always_On,SA,Social,3432,207503,76009,464,,,,,,,,
Always_OnSADisplay,13/2/2023,13/2/2023,Always_On,SA,Display,1783,444634,87177,51,,,,,,,,
Always_OnSASearch,13/2/2023,13/2/2023,Always_On,SA,Search,3263,45868,38513,1094,,,,,,,,
Always_OnEGYouTube,13/2/2023,13/2/2023,Always_On,EG,YouTube,2119,131238,62248,275,,,,,,,,
Always_OnEGSocial,13/2/2023,13/2/2023,Always_On,EG,Social,4247,271012,129602,552,,,,,,,,
Always_OnEGDisplay,13/2/2023,13/2/2023,Always_On,EG,Display,1275,311129,72670,39,,,,,,,,
Always_OnEGSearch,13/2/2023,13/2/2023,Always_On,EG,Search,2617,26729,23417,904,,,,,,,,
Always_OnUKYouTube,20/2/2023,20/2/2023,Always_On,UK,YouTube,7071,404763,180951,234,,,,,,,,
Always_OnUKSocial,20/2/2023,20/2/2023,Always_On,UK,Social,3560,220151,108300,117,,,,,,,,
Always_OnUKDisplay,20/2/2023,20/2/2023,Always_On,UK,Display,2673,707069,145297,22,,,,,,,,
Always_OnUKSearch,20/2/2023,20/2/2023,Always_On,UK,Search,6378,65171,56419,534,,,,,,,,
Always_OnDEYouTube,20/2/2023,20/2/2023,Always_On,DE,YouTube,3388,231550,102188,117,,,,,,,,
Always_OnDESocial,20/2/2023,20/2/2023,Always_On,DE,Social,4264,232610,87991,134,,,,,,,,
Always_OnDEDisplay,20/2/2023,20/2/2023,Always_On,DE,Display,3352,861283,185951,26,,,,,,,,
Always_OnDESearch,20/2/2023,20/2/2023,Always_On,DE,Search,6745,97942,82417,605,,,,,,,,
Always_OnSAYouTube,20/2/2023,20/2/2023,Always_On,SA,YouTube,3612,186324,76295,433,,,,,,,,
Always_OnSASocial,20/2/2023,20/2/2023,Always_On,SA,Social,5199,403058,139030,649,,,,,,,,
Always_OnSADisplay,20/2/2023,20/2/2023,Always_On,SA,Display,1500,442451,85357,46,,,,,,,,
Always_OnSASearch,20/2/2023,20/2/2023,Always_On,SA,Search,2966,42366,36186,1007,,,,,,,,
Always_OnEGYouTube,20/2/2023,20/2/2023,Always_On,EG,YouTube,2641,160689,56938,312,,,,,,,,
Always_OnEGSocial,20/2/2023,20/2/2023,Always_On,EG,Social,4682,269144,129286,545,,,,,,,,
Always_OnEGDisplay,20/2/2023,20/2/2023,Always_On,EG,Display,2858,728634,165831,91,,,,,,,,
Always_OnEGSearch,20/2/2023,20/2/2023,Always_On,EG,Search,2767,28476,24395,942,,,,,,,,
Always_OnUKYouTube,27/2/2023,27/2/2023,Always_On,UK,YouTube,4878,413013,147667,149,,,,,,,,
Always_OnUKSocial,27/2/2023,27/2/2023,Always_On,UK,Social,4319,265786,110464,135,,,,,,,,
Always_OnUKDisplay,27/2/2023,27/2/2023,Always_On,UK,Display,3366,734606,134269,25,,,,,,,,
Always_OnUKSearch,27/2/2023,27/2/2023,Always_On,UK,Search,4100,52242,44006,343,,,,,,,,
Always_OnDEYouTube,27/2/2023,27/2/2023,Always_On,DE,YouTube,6242,443983,220977,207,,,,,,,,
Always_OnDESocial,27/2/2023,27/2/2023,Always_On,DE,Social,4637,271534,104589,142,,,,,,,,
Always_OnDEDisplay,27/2/2023,27/2/2023,Always_On,DE,Display,2983,859463,188966,27,,,,,,,,
Always_OnDESearch,27/2/2023,27/2/2023,Always_On,DE,Search,4125,44751,39358,371,,,,,,,,
Always_OnSAYouTube,27/2/2023,27/2/2023,Always_On,SA,YouTube,3091,218914,95455,353,,,,,,,,
Always_OnSASocial,27/2/2023,27/2/2023,Always_On,SA,Social,4092,215207,102733,507,,,,,,,,
Always_OnSADisplay,27/2/2023,27/2/2023,Always_On,SA,Display,1276,343516,73842,41,,,,,,,,
Always_OnSASearch,27/2/2023,27/2/2023,Always_On,SA,Search,2096,23428,19966,702,,,,,,,,
Always_OnEGYouTube,27/2/2023,27/2/2023,Always_On,EG,YouTube,3448,208527,78362,430,,,,,,,,
Always_OnEGSocial,27/2/2023,27/2/2023,Always_On,EG,Social,3711,299345,121416,435,,,,,,,,
Always_OnEGDisplay,27/2/2023,27/2/2023,Always_On,EG,Display,2416,503315,100964,81,,,,,,,,
Always_OnEGSearch,27/2/2023,27/2/2023,Always_On,EG,Search,3040,41999,37737,927,,,,,,,,
Always_OnUKYouTube,6/3/2023,6/3/2023,Always_On,UK,YouTube,5774,406324,138576,191,,,,,,,,
Always_OnUKSocial,6/3/2023,6/3/2023,Always_On,UK,Social,3128,251177,97186,97,,,,,,,,
Always_OnUKDisplay,6/3/2023,6/3/2023,Always_On,UK,Display,2472,663262,138664,18,,,,,,,,
Always_OnUKSearch,6/3/2023,6/3/2023,Always_On,UK,Search,5393,70844,60044,497,,,,,,,,
Always_OnDEYouTube,6/3/2023,6/3/2023,Always_On,DE,YouTube,4959,294358,130684,161,,,,,,,,
Always_OnDESocial,6/3/2023,6/3/2023,Always_On,DE,Social,5879,383106,152278,199,,,,,,,,
Always_OnDEDisplay,6/3/2023,6/3/2023,Always_On,DE,Display,1978,422659,88983,15,,,,,,,,
Always_OnDESearch,6/3/2023,6/3/2023,Always_On,DE,Search,5461,77963,66128,476,,,,,,,,
Always_OnSAYouTube,6/3/2023,6/3/2023,Always_On,SA,YouTube,2558,197622,92235,330,,,,,,,,
Always_OnSASocial,6/3/2023,6/3/2023,Always_On,SA,Social,2081,139120,65611,283,,,,,,,,
Always_OnSADisplay,6/3/2023,6/3/2023,Always_On,SA,Display,1744,518085,87420,55,,,,,,,,
Always_OnSASearch,6/3/2023,6/3/2023,Always_On,SA,Search,2799,38982,34451,945,,,,,,,,
Always_OnEGYouTube,6/3/2023,6/3/2023,Always_On,EG,YouTube,3350,237829,80085,417,,,,,,,,
Always_OnEGSocial,6/3/2023,6/3/2023,Always_On,EG,Social,2371,210913,86739,272,,,,,,,,
Always_OnEGDisplay,6/3/2023,6/3/2023,Always_On,EG,Display,1570,439117,77795,48,,,,,,,,
Always_OnEGSearch,6/3/2023,6/3/2023,Always_On,EG,Search,2739,39864,33341,840,,,,,,,,
Always_OnUKYouTube,13/3/2023,13/3/2023,Always_On,UK,YouTube,7009,615264,259388,243,,,,,,,,
Always_OnUKSocial,13/3/2023,13/3/2023,Always_On,UK,Social,4193,243574,91859,129,,,,,,,,
Always_OnUKDisplay,13/3/2023,13/3/2023,Always_On,UK,Display,3998,1106740,271869,32,,,,,,,,
Always_OnUKSearch,13/3/2023,13/3/2023,Always_On,UK,Search,3428,41234,34840,289,,,,,,,,
Always_OnDEYouTube,13/3/2023,13/3/2023,Always_On,DE,YouTube,7381,624439,222443,265,,,,,,,,
Always_OnDESocial,13/3/2023,13/3/2023,Always_On,DE,Social,4556,323230,140820,157,,,,,,,,
Always_OnDEDisplay,13/3/2023,13/3/2023,Always_On,DE,Display,3216,818630,183738,29,,,,,,,,
Always_OnDESearch,13/3/2023,13/3/2023,Always_On,DE,Search,6915,92222,81073,610,,,,,,,,
Always_OnSAYouTube,13/3/2023,13/3/2023,Always_On,SA,YouTube,1989,121151,41722,260,,,,,,,,
Always_OnSASocial,13/3/2023,13/3/2023,Always_On,SA,Social,2464,166600,79124,325,,,,,,,,
Always_OnSADisplay,13/3/2023,13/3/2023,Always_On,SA,Display,1574,424873,74111,51,,,,,,,,
Always_OnSASearch,13/3/2023,13/3/2023,Always_On,SA,Search,3800,49768,42568,1199,,,,,,,,
Always_OnEGYouTube,13/3/2023,13/3/2023,Always_On,EG,YouTube,4806,408924,199066,579,,,,,,,,
Always_OnEGSocial,13/3/2023,13/3/2023,Always_On,EG,Social,2565,167770,77659,337,,,,,,,,
Always_OnEGDisplay,13/3/2023,13/3/2023,Always_On,EG,Display,2372,583820,114485,69,,,,,,,,
Always_OnEGSearch,13/3/2023,13/3/2023,Always_On,EG,Search,4053,47080,42287,1177,,,,,,,,
Always_OnUKYouTube,20/3/2023,20/3/2023,Always_On,UK,YouTube,6630,502565,217974,225,,,,,,,,
Always_OnUKSocial,20/3/2023,20/3/2023,Always_On,UK,Social,5540,415702,143162,196,,,,,,,,
Always_OnUKDisplay,20/3/2023,20/3/2023,Always_On,UK,Display,2432,551161,118282,21,,,,,,,,
Always_OnUKSearch,20/3/2023,20/3/2023,Always_On,UK,Search,4733,53100,45687,371,,,,,,,,
Always_OnDEYouTube,20/3/2023,20/3/2023,Always_On,DE,YouTube,2909,203323,84498,103,,,,,,,,
Always_OnDESocial,20/3/2023,20/3/2023,Always_On,DE,Social,5154,356491,140288,167,,,,,,,,
Always_OnDEDisplay,20/3/2023,20/3/2023,Always_On,DE,Display,3188,788785,135327,24,,,,,,,,
Always_OnDESearch,20/3/2023,20/3/2023,Always_On,DE,Search,6510,91077,77273,516,,,,,,,,
Always_OnSAYouTube,20/3/2023,20/3/2023,Always_On,SA,YouTube,3141,177610,64041,393,,,,,,,,
Always_OnSASocial,20/3/2023,20/3/2023,Always_On,SA,Social,3845,202174,97655,468,,,,,,,,
Always_OnSADisplay,20/3/2023,20/3/2023,Always_On,SA,Display,2091,437223,72994,59,,,,,,,,
Always_OnSASearch,20/3/2023,20/3/2023,Always_On,SA,Search,4774,50012,43057,1406,,,,,,,,
Always_OnEGYouTube,20/3/2023,20/3/2023,Always_On,EG,YouTube,2852,205789,87830,362,,,,,,,,
Always_OnEGSocial,20/3/2023,20/3/2023,Always_On,EG,Social,3914,271585,121078,536,,,,,,,,
Always_OnEGDisplay,20/3/2023,20/3/2023,Always_On,EG,Display,2647,653342,117521,90,,,,,,,,
Always_OnEGSearch,20/3/2023,20/3/2023,Always_On,EG,Search,4332,60703,51449,1480,,,,,,,,
Always_OnUKYouTube,27/3/2023,27/3/2023,Always_On,UK,YouTube,5246,311349,141108,160,,,,,,,,
Always_OnUKSocial,27/3/2023,27/3/2023,Always_On,UK,Social,3565,244604,93036,130,,,,,,,,
Always_OnUKDisplay,27/3/2023,27/3/2023,Always_On,UK,Display,2431,722557,139297,20,,,,,,,,
Always_OnUKSearch,27/3/2023,27/3/2023,Always_On,UK,Search,6330,80432,72061,558,,,,,,,,
Always_OnDEYouTube,27/3/2023,27/3/2023,Always_On,DE,YouTube,4584,335707,141357,154,,,,,,,,
Always_OnDESocial,27/3/2023,27/3/2023,Always_On,DE,Social,3463,257497,88856,115,,,,,,,,
Always_OnDEDisplay,27/3/2023,27/3/2023,Always_On,DE,Display,2234,516504,96274,19,,,,,,,,
Always_OnDESearch,27/3/2023,27/3/2023,Always_On,DE,Search,4912,51380,43243,447,,,,,,,,
Always_OnSAYouTube,27/3/2023,27/3/2023,Always_On,SA,YouTube,4762,252683,104471,634,,,,,,,,
Always_OnSASocial,27/3/2023,27/3/2023,Always_On,SA,Social,4862,339799,138588,610,,,,,,,,
Always_OnSADisplay,27/3/2023,27/3/2023,Always_On,SA,Display,1960,525628,97482,67,,,,,,,,
Always_OnSASearch,27/3/2023,27/3/2023,Always_On,SA,Search,3010,43952,39192,941,,,,,,,,
Always_OnEGYouTube,27/3/2023,27/3/2023,Always_On,EG,YouTube,3671,203375,68920,482,,,,,,,,
Always_OnEGSocial,27/3/2023,27/3/2023,Always_On,EG,Social,2862,229062,109246,357,,,,,,,,
Always_OnEGDisplay,27/3/2023,27/3/2023,Always_On,EG,Display,3187,833465,141346,102,,,,,,,,
Always_OnEGSearch,27/3/2023,27/3/2023,Always_On,EG,Search,3368,42875,37498,1079,,,,,,,,
Always_OnUKYouTube,3/4/2023,3/4/2023,Always_On,UK,YouTube,6526,505679,208399,199,,,,,,,,
Always_OnUKSocial,3/4/2023,3/4/2023,Always_On,UK,Social,6313,419333,146083,226,,,,,,,,
Always_OnUKDisplay,3/4/2023,3/4/2023,Always_On,UK,Display,4657,1186304,278319,37,,,,,,,,
Always_OnUKSearch,3/4/2023,3/4/2023,Always_On,UK,Search,5910,82308,69828,512,,,,,,,,
Always_OnDEYouTube,3/4/2023,3/4/2023,Always_On,DE,YouTube,3699,203472,75787,121,,,,,,,,
Always_OnDESocial,3/4/2023,3/4/2023,Always_On,DE,Social,4915,367179,153436,152,,,,,,,,
Always_OnDEDisplay,3/4/2023,3/4/2023,Always_On,DE,Display,3241,705670,176065,26,,,,,,,,
Always_OnDESearch,3/4/2023,3/4/2023,Always_On,DE,Search,6770,89427,78992,531,,,,,,,,
Always_OnSAYouTube,3/4/2023,3/4/2023,Always_On,SA,YouTube,1975,127928,58817,264,,,,,,,,
Always_OnSASocial,3/4/2023,3/4/2023,Always_On,SA,Social,3129,186481,65815,434,,,,,,,,
Always_OnSADisplay,3/4/2023,3/4/2023,Always_On,SA,Display,1308,273641,68027,40,,,,,,,,
Always_OnSASearch,3/4/2023,3/4/2023,Always_On,SA,Search,2599,29151,26308,889,,,,,,,,
Always_OnEGYouTube,3/4/2023,3/4/2023,Always_On,EG,YouTube,2729,201563,93878,368,,,,,,,,
Always_OnEGSocial,3/4/2023,3/4/2023,Always_On,EG,Social,3573,257605,110831,463,,,,,,,,
Always_OnEGDisplay,3/4/2023,3/4/2023,Always_On,EG,Display,2635,629859,110227,77,,,,,,,,
Always_OnEGSearch,3/4/2023,3/4/2023,Always_On,EG,Search,4279,52202,47319,1306,,,,,,,,
Always_OnUKYouTube,10/4/2023,10/4/2023,Always_On,UK,YouTube,3259,287985,127496,120,,,,,,,,
Always_OnUKSocial,10/4/2023,10/4/2023,Always_On,UK,Social,6831,407179,172330,224,,,,,,,,
Always_OnUKDisplay,10/4/2023,10/4/2023,Always_On,UK,Display,2464,674464,129080,20,,,,,,,,
Always_OnUKSearch,10/4/2023,10/4/2023,Always_On,UK,Search,6465,96560,86136,533,,,,,,,,
Always_OnDEYouTube,10/4/2023,10/4/2023,Always_On,DE,YouTube,6543,525598,213932,239,,,,,,,,
Always_OnDESocial,10/4/2023,10/4/2023,Always_On,DE,Social,4448,354259,132429,147,,,,,,,,
Always_OnDEDisplay,10/4/2023,10/4/2023,Always_On,DE,Display,2505,686970,133822,19,,,,,,,,
Always_OnDESearch,10/4/2023,10/4/2023,Always_On,DE,Search,3905,51369,45896,359,,,,,,,,
Always_OnSAYouTube,10/4/2023,10/4/2023,Always_On,SA,YouTube,2556,139607,55430,336,,,,,,,,
